,Comapany_name,Rating,Sector,Domain,Employees,Age,Location
0,TCS,3.8,Public,IT Services & Consulting,1 Lakh+ Employees,56 years old,Mumbai +339 more
1,Accenture,4.0,Public,IT Services & Consulting,1 Lakh+ Employees,35 years old,Dublin +169 more
2,Cognizant,3.9,Forbes Global 2000,IT Services & Consulting,1 Lakh+ Employees,30 years old,Teaneck. New Jersey. +156 more
3,Wipro,3.8,Public,IT Services & Consulting,1 Lakh+ Employees,79 years old,Bangalore/Bengaluru +276 more
4,Capgemini,3.9,Public,IT Services & Consulting,1 Lakh+ Employees,57 years old,Paris +138 more
5,HDFC Bank,3.9,Public,Banking,1 Lakh+ Employees,30 years old,Mumbai +1527 more
6,ICICI Bank,4.0,Public,Banking,1 Lakh+ Employees,30 years old,Mumbai +1274 more
7,Infosys,3.8,Public,IT Services & Consulting,1 Lakh+ Employees,43 years old,Bengaluru/Bangalore +178 more
8,HCLTech,3.6,Public,IT Services & Consulting,1 Lakh+ Employees,33 years old,Noida +181 more
9,Tech Mahindra,3.7,Public,IT Services & Consulting,1 Lakh+ Employees,38 years old,Pune +262 more
10,Genpact,3.9,Public,IT Services & Consulting,1 Lakh+ Employees,27 years old,New York +107 more
11,Axis Bank,3.9,Public,Banking,50k-1 Lakh Employees,31 years old,Mumbai +1293 more
12,Teleperformance,3.6,Forbes Global 2000,BPO,50k-1 Lakh Employees,46 years old,Paris +180 more
13,Concentrix Corporation,3.9,Public,BPO,50k-1 Lakh Employees,41 years old,Fremont +112 more
14,Jio,4.0,Public,Telecom,50k-1 Lakh Employees,17 years old,Navi Mumbai +1170 more
15,Amazon,4.1,Public,Internet,1 Lakh+ Employees,30 years old,Seattle +436 more
16,IBM,4.1,Public,IT Services & Consulting,1 Lakh+ Employees,113 years old,Armonk +144 more
17,Larsen & Toubro Limited,4.0,Public,Engineering & Construction,10k-50k Employees,86 years old,Mumbai +632 more
18,Reliance Retail,3.9,None,None,None,None,None
19,HDB Financial Services,4.0,None,None,None,None,None
20,Vodafone Idea,4.2,Public,Telecom,5k-10k Employees,6 years old,Mumbai +639 more
21,BYJU'S,3.1,Indian Unicorn,EdTech,10k-50k Employees,13 years old,Bangalore +305 more
22,Kotak Mahindra Bank,3.8,Public,Banking,50k-1 Lakh Employees,21 years old,Mumbai +563 more
23,Deloitte,3.9,None,None,None,None,None
24,Reliance Industries,4.1,Public,Oil & Gas,1 Lakh+ Employees,47 years old,Hyderabad / Secunderabad +669 more
25,iEnergizer,4.6,None,None,None,None,None
26,Bharti Airtel,4.1,Public,Telecom,10k-50k Employees,29 years old,Hyderabad / Secunderabad +651 more
27,Tata Motors,4.2,Public,Automobile,10k-50k Employees,79 years old,Hyderabad / Secunderabad +453 more
28,Flipkart,4.1,Public,Internet,10k-50k Employees,17 years old,Hyderabad / Secunderabad +531 more
29,WNS,3.5,None,None,None,None,None
30,IndusInd Bank,3.7,Public,Banking,10k-50k Employees,30 years old,Hyderabad / Secunderabad +679 more
31,Ernst & Young,3.6,None,None,None,None,None
32,AU Small Finance Bank,4.5,Fortune India 500,Banking,10k-50k Employees,28 years old,Hyderabad / Secunderabad +401 more
33,Mahindra & Mahindra,4.2,Public,Automobile,1 Lakh+ Employees,79 years old,Hyderabad / Secunderabad +472 more
34,Infosys BPM,3.8,None,None,None,None,None
35,DXC Technology,3.8,Public,IT Services & Consulting,10k-50k Employees,7 years old,Hyderabad / Secunderabad +81 more
36,IDFC FIRST Bank,4.0,Public,Banking,10k-50k Employees,6 years old,Hyderabad / Secunderabad +575 more
37,Conneqt Business Solutions,3.7,None,None,None,None,None
38,HDFC Life,4.1,Public,Insurance,10k-50k Employees,24 years old,Hyderabad / Secunderabad +549 more
39,LTIMindtree,3.7,Public,IT Services & Consulting,50k-1 Lakh Employees,25 years old,Hyderabad / Secunderabad +51 more
40,Bajaj Finserv,4.0,Public,Financial Services,50k-1 Lakh Employees,17 years old,Pune +869 more
41,Mphasis,3.5,Public,IT Services & Consulting,10k-50k Employees,26 years old,Bangalore/Bengaluru +49 more
42,PwC,3.6,Conglomerate,Management Consulting,10k-50k Employees,144 years old,London +91 more
43,HSBC Group,4.1,Forbes Global 2000,Banking,10k-50k Employees,22 years old,Pune +57 more
44,Startek,3.2,Public,BPO,10k-50k Employees,7 years old,Mumbai +72 more
45,Hinduja Global Solutions,4.0,Public,IT Services & Consulting,10k-50k Employees,24 years old,Bangalore/Bengaluru +100 more
46,Samsung,4.1,Public,Consumer Electronics & Appliances,50k-1 Lakh Employees,86 years old,Seoul +498 more
47,Maruti Suzuki,4.3,Public,Automobile,10k-50k Employees,43 years old,New Delhi +380 more
48,Ericsson,4.3,Forbes Global 2000,Telecom,10k-50k Employees,148 years old,Stockholm +150 more
49,Shriram Finance,4.1,Fortune India 500,NBFC,50k-1 Lakh Employees,45 years old,Mumbai +950 more
50,Asian Paints,4.1,Public,Chemicals,5k-10k Employees,82 years old,Mumbai +427 more
51,Yes Bank,3.9,Public,Banking,10k-50k Employees,20 years old,Mumbai +435 more
52,Cipla Pharmaceutical,4.1,Public,Pharma,10k-50k Employees,89 years old,Mumbai +233 more
53,Dr. Reddy's,4.2,Public,Pharma,10k-50k Employees,40 years old,Hyderabad/Secunderabad +161 more
54,Sutherland Global Services,3.7,None,None,None,None,None
55,Bandhan Bank,3.8,Public,Banking,50k-1 Lakh Employees,23 years old,Kolkata +749 more
56,UltraTech Cement,4.2,Public,Building Material,10k-50k Employees,41 years old,Mumbai +431 more
57,Paytm,3.5,Public,FinTech,10k-50k Employees,14 years old,Noida +310 more
58,EXL Service,3.8,None,None,None,None,None
59,NTT DATA,4.0,None,None,None,None,None
60,ICICI Prudential Life Insurance,4.1,Public,Insurance,10k-50k Employees,24 years old,Mumbai +446 more
61,Jana Small Finance Bank,3.9,Public,Banking,10k-50k Employees,18 years old,Bangalore/Bengaluru +347 more
62,Bajaj Finance,4.1,None,None,None,None,None
63,Lupin,4.1,Public,Pharma,1k-5k Employees,56 years old,Mumbai +164 more
64,Indian Army,4.7,Public,Defence & Aerospace,1 Lakh+ Employees,129 years old,New Delhi +324 more
65,HCL Group,3.7,None,None,None,None,None
66,Udaan,4.0,Indian Unicorn,Internet,1k-5k Employees,8 years old,Bangalore +349 more
67,L&T Infotech,3.8,Public,IT Services & Consulting,10k-50k Employees,28 years old,Mumbai +83 more
68,TATA Steel,4.2,Public,Iron & Steel,1 Lakh+ Employees,117 years old,Mumbai +165 more
69,Quess,4.0,Public,BPO,1k-5k Employees,17 years old,Bangalore +516 more
70,ITC,4.0,Public,FMCG,10k-50k Employees,49 years old,Kolkata +303 more
71,Wells Fargo,4.1,Public,Financial Services,10k-50k Employees,172 years old,San Francisco +20 more
72,Amazon Development Centre India,4.2,None,None,None,None,None
73,Zydus Lifesciences,4.1,Public,Pharma,10k-50k Employees,72 years old,Ahmedabad +148 more
74,Delhivery,4.0,Fortune India 500,Logistics,10k-50k Employees,13 years old,Delhi +617 more
75,JP Morgan Chase,4.1,Forbes Global 2000,Financial Services,50k-1 Lakh Employees,24 years old,New York +31 more
76,Hindustan Unilever,4.3,Public,FMCG,10k-50k Employees,152 years old,London +422 more
77,FIS,3.9,None,None,None,None,None
78,IIFL Finance,3.9,Public,NBFC,10k-50k Employees,29 years old,Mumbai +657 more
79,Hexaware Technologies,3.7,Fortune India 500,IT Services & Consulting,10k-50k Employees,34 years old,Mumbai +44 more
80,JSW Steel,4.0,Public,Iron & Steel,10k-50k Employees,42 years old,Mumbai +141 more
81,Sun Pharmaceutical Industries,4.2,Public,Pharma,10k-50k Employees,41 years old,Mumbai +196 more
82,Ujjivan Small Finance Bank,4.1,Public,Banking,10k-50k Employees,7 years old,Bangalore/Bengaluru +438 more
83,Muthoot Finance,3.6,Public,NBFC,10k-50k Employees,85 years old,Kochi/Cochin +627 more
84,Max Life Insurance,4.2,None,None,None,None,None
85,Aurobindo Pharma,4.0,Public,Pharma,10k-50k Employees,38 years old,Hyderabad/Secunderabad +90 more
86,Tata Projects,4.3,Public,Engineering & Construction,5k-10k Employees,45 years old,Mumbai +236 more
87,KPMG India,3.6,None,None,None,None,None
88,Home Credit Finance,4.1,None,None,None,None,None
89,Shapoorji Pallonji Group,4.2,Conglomerate,Engineering & Construction,5k-10k Employees,159 years old,Mumbai +161 more
90,Oracle,3.8,Public,Software Product,50k-1 Lakh Employees,47 years old,Austin +47 more
91,L&T Construction,4.1,Public,Engineering & Construction,5k-10k Employees,80 years old,Chennai +339 more
92,OPPO,4.0,Public,Consumer Electronics & Appliances,10k-50k Employees,20 years old,Dongguan +369 more
93,eClerx,3.5,Public,IT Services & Consulting,10k-50k Employees,24 years old,Mumbai +17 more
94,Apollo Hospitals,4.1,Public,Healthcare,10k-50k Employees,41 years old,Chennai +183 more
95,Ashok Leyland,4.1,Public,Automobile,5k-10k Employees,76 years old,Chennai +208 more
96,Siemens,4.2,Public,Industrial Automation,5k-10k Employees,177 years old,Munich +127 more
97,JLL,4.2,Forbes Global 2000,Real Estate,10k-50k Employees,27 years old,Mumbai +68 more
98,Omega Healthcare,3.8,None,None,None,None,None
99,Vivo,4.1,Conglomerate,Consumer Electronics & Appliances,5k-10k Employees,15 years old,Gurgaon/Gurugram +375 more
100,Megha Engineering & Infrastructures,4.1,Conglomerate,Engineering & Construction,5k-10k Employees,35 years old,Hyderabad/Secunderabad +294 more
101,JustDial,3.6,Public,Internet,10k-50k Employees,28 years old,Mumbai +178 more
102,First Source,3.8,Public,BPO,10k-50k Employees,23 years old,Mumbai +54 more
103,Bajaj Allianz Life Insurance,4.1,None,None,None,None,None
104,Hero MotoCorp,4.2,Public,Automobile,5k-10k Employees,40 years old,Gurgaon/Gurugram +312 more
105,Mahindra & Mahindra Financial Services,4.3,Public,NBFC,10k-50k Employees,33 years old,Mumbai +633 more
106,D Mart,4.0,Fortune India 500,Retail,10k-50k Employees,24 years old,Mumbai +210 more
107,Cyient,3.8,Public,IT Services & Consulting,10k-50k Employees,33 years old,Hyderabad/Secunderabad +35 more
108,Coforge,3.5,Public,IT Services & Consulting,10k-50k Employees,20 years old,Noida +86 more
109,ICICI Lombard General Insurance Company,3.8,Public,Insurance,10k-50k Employees,23 years old,Mumbai +260 more
110,BigBasket,4.0,Indian Unicorn,Internet,10k-50k Employees,13 years old,Bangalore +115 more
111,Indiamart Intermesh,3.6,None,None,None,None,None
112,Virtusa Consulting Services,3.8,None,None,None,None,None
113,Equitas Small Finance Bank,4.4,Fortune India 500,Banking,10k-50k Employees,17 years old,Chennai +365 more
114,TVS Motor,4.1,Public,Automobile,5k-10k Employees,45 years old,Chennai +275 more
115,GlobalLogic,3.7,None,None,None,None,None
116,Manappuram Finance,4.0,Public,NBFC,10k-50k Employees,75 years old,Thrissur/Trichur +494 more
117,UST,3.9,None,None,None,None,None
118,Hewlett-Packard Enterprise,4.3,Forbes Global 2000,IT Services & Consulting,10k-50k Employees,9 years old,Houston +90 more
119,SBI Cards & Payment Services,3.8,None,None,None,None,None
120,Atos Syntel,3.6,None,None,None,None,None
121,Nagarro,4.1,None,None,None,None,None
122,Cummins,4.4,Fortune India 500,Industrial Machinery,1k-5k Employees,62 years old,Columbus +104 more
123,Bosch Global Software Technologies,4.1,None,None,None,None,None
124,IQVIA,4.1,Forbes Global 2000,Clinical Research,10k-50k Employees,42 years old,Durham +41 more
125,Ekart Logistics,4.1,None,None,None,None,None
126,Reliance Communications,4.0,Public,Telecom,201-500 Employees,22 years old,Navi Mumbai +422 more
127,Bosch,4.3,Public,Auto Components,5k-10k Employees,138 years old,Gerlingen +100 more
128,Cholamandalam Investment & Finance,4.1,Fortune India 500,NBFC,10k-50k Employees,46 years old,Chennai +630 more
129,SMFG India Credit,4.1,None,None,None,None,None
130,BNY Mellon,4.1,Forbes Global 2000,Investment Banking / Venture Capital / Private Equity,10k-50k Employees,20 years old,New York City +15 more
131,Schneider Electric,4.2,Forbes Global 2000,Industrial Automation,10k-50k Employees,25 years old,Paris +115 more
132,Hyundai Motor,4.4,Fortune India 500,Automobile,10k-50k Employees,57 years old,Seoul +263 more
133,L&T Technology Services,3.4,Public,IT Services & Consulting,10k-50k Employees,12 years old,Vadodara/Baroda +48 more
134,Amdocs,4.0,Forbes Global 2000,Software Product,10k-50k Employees,42 years old,Chesterfield +15 more
135,Oyo Rooms,3.4,Indian Unicorn,Hospitality,1k-5k Employees,11 years old,Gurgaon +117 more
136,CBRE,4.3,Forbes Global 2000,Real Estate,10k-50k Employees,118 years old,Los Angeles +75 more
137,State Bank of India,3.8,Fortune India 500,Banking,1 Lakh+ Employees,218 years old,Mumbai +482 more
138,BT Group,4.1,Forbes Global 2000,Telecom,10k-50k Employees,178 years old,London +18 more
139,JBM Group,4.0,Public,Auto Components,1k-5k Employees,41 years old,Gurgaon/Gurugram +87 more
140,Swiggy,3.9,Indian Unicorn,Internet,5k-10k Employees,10 years old,Bangalore +180 more
141,Ecom Express,4.1,None,None,None,None,None
142,SBI Life Insurance Company,3.9,None,None,None,None,None
143,Dell,4.2,Forbes Global 2000,Consumer Electronics & Appliances,10k-50k Employees,40 years old,Round Rock +100 more
144,Optum,4.0,None,None,None,None,None
145,Nagarjuna Construction Company,4.1,Public,Engineering & Construction,5k-10k Employees,26 years old,Hyderabad/Secunderabad +225 more
146,Bajaj Auto,3.9,Public,Automobile,5k-10k Employees,79 years old,Pune +249 more
147,Future Group,4.3,Conglomerate,Retail,10k-50k Employees,11 years old,Mumbai +202 more
148,KEC International,4.1,Public,Engineering & Construction,5k-10k Employees,79 years old,Mumbai +266 more
149,Piramal Capital Housing Finance,4.2,None,None,None,None,None
150,Aditya Birla Fashion and Retail,4.2,Fortune India 500,Fashion & Textile,10k-50k Employees,9 years old,Mumbai +225 more
151,Muthoot Fincorp,4.1,Conglomerate,NBFC,10k-50k Employees,137 years old,Trivandrum/Thiruvananthapuram +533 more
152,Royal Enfield,4.3,None,None,None,None,None
153,L&T Finance,4.0,Public,NBFC,10k-50k Employees,30 years old,Mumbai +475 more
154,Viatris,4.3,Forbes Global 2000,Pharma,10k-50k Employees,63 years old,Canonsburg +70 more
155,Tata Communications,4.2,Public,Telecom,5k-10k Employees,38 years old,Mumbai +89 more
156,Samvardhana Motherson Group,3.8,Public,Auto Components,1k-5k Employees,38 years old,Noida +76 more
157,LG Electronics,4.1,Public,Consumer Electronics & Appliances,1k-5k Employees,66 years old,Seoul +248 more
158,Intas Pharmaceuticals,4.2,Fortune India 500,Pharma,10k-50k Employees,24 years old,Ahmedabad +115 more
159,Kogta Financial India Limited,4.8,Public,NBFC,1k-5k Employees,28 years old,Jaipur +206 more
160,John Deere,4.3,Fortune India 500,Industrial Machinery,5k-10k Employees,23 years old,Moline +119 more
161,Varun Beverages,4.1,Public,Beverage,5k-10k Employees,29 years old,Gurgaon/Gurugram +282 more
162,Godrej & Boyce Manufacturing,3.9,Fortune India 500,Engineering & Construction,10k-50k Employees,127 years old,Mumbai +130 more
163,Persistent Systems,3.8,Public,IT Services & Consulting,10k-50k Employees,34 years old,Pune +32 more
164,Randstad,3.9,Conglomerate,Recruitment,5k-10k Employees,32 years old,Chennai +258 more
165,Thermax Limited,4.2,Public,Industrial Machinery,1k-5k Employees,58 years old,Pune +176 more
166,Hetero Drugs,3.9,None,None,None,None,None
167,Havells,4.1,Public,Electrical Equipment,5k-10k Employees,41 years old,Noida +178 more
168,Macleods Pharmaceuticals,3.8,Public,Pharma,10k-50k Employees,38 years old,Mumbai +98 more
169,Deutsche Bank,4.1,Fortune India 500,Banking,10k-50k Employees,154 years old,Frankfurt +37 more
170,CARS24,3.6,Indian Unicorn,Internet,5k-10k Employees,9 years old,Gurgaon +150 more
171,Team Lease,4.0,Public,Recruitment,1k-5k Employees,8 years old,Bangalore/Bengaluru +301 more
172,Subros,4.0,Public,Auto Components,1k-5k Employees,39 years old,Noida +57 more
173,Sodexo,4.1,Forbes Global 2000,Facility Management Services,10k-50k Employees,16 years old,Issy les Moulineaux +131 more
174,Abbott Healthcare,4.1,Public,Pharma,10k-50k Employees,33 years old,Illinois City +171 more
175,Whitehat jr,3.5,Startup,EdTech,5k-10k Employees,6 years old,Mumbai +50 more
176,VE Commercial Vehicles,4.0,None,None,None,None,None
177,Ford Motor,4.5,Public,Automobile,5k-10k Employees,121 years old,Dearborn +111 more
178,Indian Oil Corporation,4.5,Fortune India 500,Oil & Gas,10k-50k Employees,65 years old,Delhi/NCR +251 more
179,Cgi Group,4.1,Forbes Global 2000,IT Services & Consulting,10k-50k Employees,48 years old,Montreal +25 more
180,Tata Capital,4.2,Fortune India 500,NBFC,5k-10k Employees,17 years old,Mumbai +228 more
181,Automatic Data Processing (ADP),4.1,Forbes Global 2000,Software Product,1k-5k Employees,75 years old,New Jersey +24 more
182,Bharat Electronics,4.2,Fortune India 500,Electronics Manufacturing,5k-10k Employees,70 years old,Bangalore/Bengaluru +48 more
183,American Express,4.3,Forbes Global 2000,Financial Services,10k-50k Employees,174 years old,New York City +44 more
184,Standard Chartered Bank,3.9,Fortune India 500,Banking,10k-50k Employees,55 years old,London +57 more
185,Alembic Pharmaceuticals,4.1,Public,Pharma,10k-50k Employees,117 years old,Vadodara/Baroda +149 more
186,Pidilite Industries,4.4,Public,Chemicals,5k-10k Employees,65 years old,Mumbai +235 more
187,R1 RCM,4.0,None,None,None,None,None
188,Access Healthcare,4.0,None,None,None,None,None
189,UnitedHealth,4.1,Forbes Global 2000,Healthcare,10k-50k Employees,47 years old,Minnetonka +15 more
190,Tata AIA Life Insurance,4.1,None,None,None,None,None
191,ITC Infotech,3.6,None,None,None,None,None
192,Publicis Sapient,3.6,None,None,None,None,None
193,Hindalco Industries,4.3,Public,Metals & Mining,10k-50k Employees,66 years old,Mumbai +86 more
194,Alkem Laboratories,3.9,Public,Pharma,10k-50k Employees,51 years old,Mumbai +159 more
195,Atos,3.8,Forbes Global 2000,IT Services & Consulting,10k-50k Employees,27 years old,Vilnius +41 more
196,DCB Bank,3.9,Fortune India 500,Banking,5k-10k Employees,94 years old,Mumbai +303 more
197,Aakash Educational Services,3.6,None,None,None,None,None
198,Hindustan Coca Cola Beverages,4.3,None,None,None,None,None
199,Indian Air Force,4.7,None,None,None,None,None
200,Utkarsh Small Finance Bank,3.9,Public,Banking,10k-50k Employees,15 years old,Varanasi +292 more
201,Vishal Mega Mart,3.8,None,None,None,None,None
202,Glenmark Pharmaceuticals,4.1,Public,Pharma,10k-50k Employees,47 years old,Mumbai +140 more
203,Barclays,4.0,Forbes Global 2000,Banking,10k-50k Employees,334 years old,London +31 more
204,Ipca Laboratories,4.0,Public,Pharma,10k-50k Employees,75 years old,Mumbai +124 more
205,Berger Paints,3.8,Public,Chemicals,1k-5k Employees,101 years old,Kolkata +245 more
206,Maersk,4.3,None,None,None,None,None
207,Jindal Steel and Power,4.0,Fortune India 500,Iron & Steel,5k-10k Employees,45 years old,Delhi/NCR +116 more
208,ABB Group,4.1,Public,Industrial Automation,1k-5k Employees,36 years old,Zurich +96 more
209,Bank of America,4.4,Fortune India 500,Banking,10k-50k Employees,26 years old,Charlotte +30 more
210,Wipro Infotech,4.0,MNC,IT Services & Consulting,1 Lakh+ Employees (Global),79 years old,Bangalore +117 more
211,DTDC Express,3.8,None,None,None,None,None
212,Aarti Industries,4.2,Public,Agro Chemicals,5k-10k Employees,49 years old,Mumbai +42 more
213,Marpu Foundation,4.9,None,None,None,None,None
214,24/7 Customer,3.6,None,None,None,None,None
215,Honda Motorcycle & Scooter,4.2,None,None,None,None,None
216,Johnson Controls,3.7,Public,Industrial Automation,5k-10k Employees,139 years old,Cork +48 more
217,HDFC Ergo General Insurance,4.1,Public,Insurance,10k-50k Employees,22 years old,Mumbai +231 more
218,NatWest Group,4.1,None,None,None,None,None
219,CMS IT Services,3.1,Startup,IT Services & Consulting,5k-10k Employees,10 years old,Bangalore +137 more
220,Carelon Global Solutions,4.0,None,None,None,None,None
221,Reliance Nippon Life Insurance,3.9,None,None,None,None,None
222,RBL Bank,3.8,Public,Banking,10k-50k Employees,81 years old,Mumbai +222 more
223,MRF Tyres,3.8,Public,Auto Components,10k-50k Employees,78 years old,Chennai +163 more
224,PolicyBazaar,3.5,Public,Internet,10k-50k Employees,16 years old,Gurgaon +87 more
225,Cogent E Services,3.3,Conglomerate,BPO,10k-50k Employees,20 years old,Noida +35 more
226,Wipro Consumer Care & Lighting,3.9,None,None,None,None,None
227,PNB MetLife,3.5,Conglomerate,Insurance,5k-10k Employees,23 years old,Mumbai +323 more
228,Paras Hospital,4.6,None,None,None,None,None
229,Reliance Digital,4.3,None,None,None,None,None
230,GeBBS Healthcare Solutions,3.7,None,None,None,None,None
231,Ceat Tyres,4.1,Public,Auto Components,5k-10k Employees,66 years old,Mumbai +113 more
232,Axis Direct,3.9,None,None,None,None,None
233,Jubilant Foods Works,3.9,Public,Hospitality,10k-50k Employees,29 years old,Noida +191 more
234,Kotak Mahindara Life Insurance,3.9,Public,Insurance,10k-50k Employees,23 years old,Mumbai +210 more
235,Dabur,3.8,Public,FMCG,5k-10k Employees,140 years old,Ghaziabad +249 more
236,Conduent,3.6,None,None,None,None,None
237,JK Cement,4.2,Public,Building Material,1k-5k Employees,50 years old,Gurgaon/Gurugram +236 more
238,Shoppers Stop,4.1,Public,Retail,5k-10k Employees,33 years old,Mumbai +62 more
239,IndiGo,3.6,Fortune India 500,Aviation,10k-50k Employees,19 years old,Gurgaon/Gurugram +89 more
240,Synechron,3.8,None,None,None,None,None
241,ACC,3.9,Public,Building Material,5k-10k Employees,88 years old,Mumbai +213 more
242,HARMAN,3.8,Public,Consumer Electronics & Appliances,5k-10k Employees,15 years old,Stamford +28 more
243,Indiabulls Home Loans,3.8,Public,NBFC,5k-10k Employees,19 years old,Gurgaon/Gurugram +188 more
244,Birlasoft,3.8,Public,IT Services & Consulting,10k-50k Employees,29 years old,Pune +34 more
245,GATI-KWE,4.0,None,None,None,None,None
246,Reliance SMSL,4.0,Public,BPO,1k-5k Employees,17 years old,Mumbai +482 more
247,ArcelorMittal Nippon Steel,4.1,None,None,None,None,None
248,Lenskart,3.3,Indian Unicorn,Internet,5k-10k Employees,14 years old,Faridabad +161 more
249,PepsiCo,4.2,Forbes Global 2000,Food Processing,1 Lakh+ Employees,35 years old,Harrison +228 more
250,S&P Global,4.2,Public,Analytics & KPO,10k-50k Employees,107 years old,New York City +25 more
251,KPIT Technologies,3.6,Public,Software Product,5k-10k Employees,34 years old,Pune +32 more
252,UPL,4.2,Public,Agro Chemicals,5k-10k Employees,55 years old,Mumbai +155 more
253,Torrent Pharmaceuticals,4.0,Public,Pharma,10k-50k Employees,53 years old,Ahmedabad +99 more
254,RSPL Group,4.1,None,None,None,None,None
255,Dilip Buildcon,4.1,Public,Engineering & Construction,10k-50k Employees,37 years old,Bhopal +180 more
256,Square Yards,3.9,None,None,None,None,None
257,Titan Company,4.4,Public,Retail,5k-10k Employees,40 years old,Bangalore +139 more
258,Escorts Kubota Limited,4.1,Public,Automobile,1k-5k Employees,64 years old,Faridabad +126 more
259,Wipro Enterprises Ltd,3.9,None,None,None,None,None
260,Tata AIG,4.2,None,None,None,None,None
261,TVS Credit,4.5,Public,NBFC,10k-50k Employees,16 years old,Chennai +305 more
262,Tech Mahindra Business Services,3.5,Public,BPO,5k-10k Employees,21 years old,Mumbai +44 more
263,Bajaj Electricals,4.0,Public,Consumer Electronics & Appliances,1k-5k Employees,86 years old,Mumbai +193 more
264,Statestreet HCL Services,3.3,None,None,None,None,None
265,IGT Solutions,3.4,None,None,None,None,None
266,Alstom Transportation,3.9,Forbes Global 2000,Engineering & Construction,5k-10k Employees,96 years old,Saint-Ouen +66 more
267,EY Global Delivery Services ( EY GDS),3.7,None,None,None,None,None
268,Birla Sun Life Insurance,4.2,None,None,None,None,None
269,AFCONS Infrastructure,4.4,None,None,None,None,None
270,Simplex Infrastructures,3.3,Public,Engineering & Construction,1k-5k Employees,100 years old,Kolkata +132 more
271,Apollo Tyres,4.1,Public,Auto Components,5k-10k Employees,52 years old,Gurgaon/Gurugram +148 more
272,Mankind Pharma,4.1,Fortune India 500,Pharma,10k-50k Employees,29 years old,New Delhi +191 more
273,Suzlon Group,4.2,Public,Power,5k-10k Employees,29 years old,Pune +107 more
274,Domino's Pizza,4.0,Public,Hospitality,1k-5k Employees,64 years old,Ypsilanti +213 more
275,IDFC FIRST Bharat,4.6,None,None,None,None,None
276,Zensar Technologies,3.8,Public,IT Services & Consulting,5k-10k Employees,23 years old,Pune +22 more
277,Capita,3.8,None,None,None,None,None
278,Flex,4.1,Forbes Global 2000,Electronics Manufacturing,5k-10k Employees,55 years old,San Jose +39 more
279,Huawei Technologies,4.0,None,None,None,None,None
280,KocharTech,4.2,None,None,None,None,None
281,Max Healthcare,4.2,Fortune India 500,Healthcare,1k-5k Employees,23 years old,Kanpur +56 more
282,McDonald's,4.2,Forbes Global 2000,Hospitality,1k-5k Employees,69 years old,Kanpur +134 more
283,State Street Corporation,3.8,Forbes Global 2000,Financial Services,10k-50k Employees,232 years old,Bangalore / Bengaluru +19 more
284,Tata Technologies,3.8,Conglomerate,Engineering & Construction,5k-10k Employees,35 years old,Kanpur +41 more
285,Bajaj Allianz General Insurance,4.0,None,None,None,None,None
286,Taj Hotels Resorts and Palaces,4.2,None,None,None,None,None
287,ElasticRun,3.4,Indian Unicorn,Logistics,1k-5k Employees,8 years old,Kanpur +343 more
288,I Process Services,3.9,None,None,None,None,None
289,HDFC Sales,4.1,None,None,None,None,None
290,Croma,4.1,None,None,None,None,None
291,Landmark Group,4.1,Conglomerate,Retail,1k-5k Employees,51 years old,Kanpur +139 more
292,Grasim Industries,4.1,Public,Building Material,10k-50k Employees,77 years old,Kanpur +100 more
293,Lava International,4.1,Public,Consumer Electronics & Appliances,1k-5k Employees,15 years old,Kanpur +211 more
294,Nestle,4.2,Public,Food Processing,5k-10k Employees,65 years old,Kanpur +227 more
295,Walmart,4.0,Forbes Global 2000,Retail,5k-10k Employees,15 years old,Kanpur +76 more
296,AGS Health,4.0,None,None,None,None,None
297,UNO Minda,4.1,Fortune India 500,Auto Components,201-500 Employees,66 years old,Pune +84 more
298,Patanjali Ayurved,4.1,Fortune India 500,FMCG,1k-5k Employees,18 years old,Kanpur +257 more
299,Blue Dart Express,4.1,Public,Logistics,10k-50k Employees,41 years old,Kanpur +234 more
300,Tractors and Farm Equipment,4.1,Public,Industrial Machinery,10k-50k Employees,64 years old,Chennai +165 more
301,Nokia,4.2,Forbes Global 2000,Telecom,10k-50k Employees,159 years old,Espoo +150 more
302,Capgemini Engineering,3.7,None,None,None,None,None
303,State Street Syntel,3.7,None,None,None,None,None
304,BlackBuck,3.9,Indian Unicorn,Internet,1k-5k Employees,9 years old,Bangalore +312 more
305,G4S,4.1,None,None,None,None,None
306,Fortis Healthcare,4.1,Public,Healthcare,1k-5k Employees,28 years old,Gurgaon/Gurugram +59 more
307,Societe Generale,3.9,None,None,None,None,None
308,Fiserv,3.7,Forbes Global 2000,FinTech,5k-10k Employees,40 years old,Brookfield +28 more
309,Britannia,4.1,Public,FMCG,1k-5k Employees,132 years old,Reading +231 more
310,TVS Supply Chain Solutions,4.0,None,None,None,None,None
311,KFintech,3.6,Startup,FinTech,5k-10k Employees,7 years old,Hyderabad +102 more
312,Micro Labs,3.7,None,None,None,None,None
313,Voltas,4.1,Public,Consumer Electronics & Appliances,1k-5k Employees,70 years old,Mumbai +172 more
314,Sterlite Technologies,3.8,Public,Hardware & Networking,1k-5k Employees,36 years old,Pune +77 more
315,Ola Cabs,3.5,Indian Unicorn,Internet,1k-5k Employees,14 years old,Bangalore +95 more
316,Exide Industries,3.6,Public,Auto Components,5k-10k Employees,77 years old,Kolkata +182 more
